conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,description
Occupation,http://data.europa.eu/esco/occupation/89a6d6e5-8362-4b99-b745-1c68bffbda77,7126,septic tank servicer,"septic tank cleaner
septic tank emptying machine operator
septic tank emptying machine worker
septic tank emptier
septic tank service operator
septic tank repairer
septic tank emptying machine operative
septic tank service worker","Septic tank servicers clean and maintain septic systems. They repair damages and faults, and ensure the tanks are cleaned and maintained, operating cleaning and maintenance machinery, in compliance with safety procedures."
Occupation,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,ICT account manager,"IT account manager
ICT key account manager
IT key account manager
ICT account managers","ICT account managers build business relationships with customers to facilitate the sale of hardware, software, telecommunications or ICT services. They also identify opportunities and manage sourcing and delivery of products to customers. They achieve sales targets and maintain profitability."
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,2133,ecologist,"aquaculture ecologist
conservationist scientist
ecologists
environmental scientist
wildlife ecologist
conservationist ecologist","Ecologists carry out assessments of the health and distribution of organisms, namely people, plants, and animals, and the relationship between organisms and their environment. Ecologists usually have a specialisation area, e.g. freshwater, marine, terrestrial, fauna, and flora about which they conduct research and perform relating tasks. "
Occupation,http://data.europa.eu/esco/occupation/8a007cd3-ba40-4c55-b238-587bd59e74b2,7313,goldsmith,"goldsmiths
gold jewellery fabricator
gold ring fabricator
gold jewel smith
gold ring maker
gold earrings maker
gold jewellery maker
silver smith
boutique goldsmith
gold earrings fabricator","Goldsmiths design, manufacture and sell jewellery. They also adjust, repair and appraise gems and jewellery for customers using experience in the working of gold and other precious metals.  
 "
Occupation,http://data.europa.eu/esco/occupation/8a0c1556-f616-4d41-a03c-8a093a644807,3119,footwear quality technician,"footwear quality engineer
footwear quality control technician
footwear quality analyst","Footwear quality technicians manage all the standards and techniques related to processes and products. They perform tasks using quality systems based on national and international standards. They analyse and interpret the results, prepare reports, advise on corrective measures, contribute to the achievement of requirements and objectives for the benefit of continuous improvement and customer satisfaction."
Occupation,http://data.europa.eu/esco/occupation/8a3498c7-470a-4067-b48e-f330d9b702e8,3311,securities underwriter,"security underwriter
securities administrators
distribution administrators
securities administrator
security underwriters
distribution administrator",Securities underwriters administer the distribution activities of new securities from a business company. They work in close connection with the issuing body of the securities in order to establish the price and buys and sells them to other investors.  They receive underwriting fees from their issuing clients.
Occupation,http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,3153,private pilot,"light aircraft pilot
pilot of light aircraft
light aircraft charter pilot
light air craft charter pilot
private airplane pilot
private aircraft captain
pilot of light air-craft
pilot of private aeroplanes
non commercial flights pilot
pilot of private aircraft
air-taxi pilot
charter pilot
private aeroplane captain
private aeroplane pilot
corporate pilot
air taxi pilot
private airplane captain",Private pilots operate non-commercial airplanes for leisure with a limited amount of seats and engine horsepower. They also provide private transport for people.
Occupation,http://data.europa.eu/esco/occupation/8a451ae2-3c31-4f35-90af-6275b1b02f93,2166,stage director,"theatre director
scene director
stage manager
circus director
stage supervisor
theater director",Stage directors oversee and orchestrate the mounting of a performance production by unifying various endeavours and aspects of a theatrical production. They ensure the quality and completeness of the theatrical production and lead the members of the creative team into realising their artistic vision for it. 
Occupation,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,2265,dietitian,"public health nutritionist
specialist dietician
dietician","Dietitians assess specific nutritional requirements of populations or individuals throughout their lives and translate this into advice which will maintain, reduce risk to, or restore people’s health. Using evidence-based approaches, dietitians work to empower individuals, families and groups to provide or select food which is nutritionally adequate, safe, tasty and sustainable. Beyond healthcare, dietitians improve the nutritional environment for all through governments, industry, academia and research."
Occupation,http://data.europa.eu/esco/occupation/8a87e8b3-aecf-48a7-9837-4e022c3b9bb9,3111,chromatographer,"high performance liquid chromatographer
thin layer chromatographer
chromatography machine operative
chromatography machine operator
mass spectrometry specialist
ion-exchange chromatographer
chromatography technician
gas chromatographer
mass spectrometry technician
LC-MS specialist
liquid chromatographer
chromatography machine technician
gel permeation chromatographer","Chromatographers apply the corresponding chromatography techniques (such as gas, liquid or ion exchange techniques) to identify and analyse samples' chemical compounds. They calibrate and maintain the chromatography machinery and prepare the equipment and solutions. Chromatographers may also develop and apply new chromatography methods according to samples and chemical compounds that need to be analysed."
Occupation,http://data.europa.eu/esco/occupation/8a925aca-f636-437c-8962-5deae170e246,2141,food and beverage packaging technologist,"food and beverage packaging expert
food and beverage packaging specialist
food and drinks packaging technologist
food and drinks packaging expert",Food and beverage packaging technologists assess appropiate packaging for various food products. They manage matters in relation to packaging while ensuring customer specifications and company targets. They develop packaging projects as required.
Occupation,http://data.europa.eu/esco/occupation/8ae1e637-840b-4be0-a5df-8653375d8949,3112,landfill supervisor,"solid waste collection supervisor
solid waste disposal supervisor
waste disposal compliance supervisor
waste disposal site compliance supervisor
waste treatment equipment supervisor
solid waste processing supervisor
solid waste remediation supervisor
landfill site supervisor
waste sortation supervisor
solid waste treatment supervisor","Landfill supervisors coordinate the activities and operations of landfills and landfill staff. They research legislation concerning waste management and ensure the operations of the landfill are compliant, and direct waste disposal operations."
Occupation,http://data.europa.eu/esco/occupation/8afab6c4-6145-4ea1-a0ae-d2c3438bda7e,7214,shipwright,"ship repair engineer
boatbuilder
shipbuilder
boat construction worker
boat repair engineer
boat fitter
boatfitter
boat repairer
ship repairer
ship construction worker
shipfitter
boat builder
ship fitter
submarine shipwright
ship builder
naval vessel shipwright
naval engineer/shipwright","Shipwrights build and repair small type of water vessels from pleasure craft to naval vessels. They prepare preliminary sketches and create templates. They use hand and power tools to construct smaller boat themselves or supervise a team of shipbuilders. They also construct cradles and slipways for the ship’s construction, transportation, launching and slipping. Depending on the vessels, they might work with different materials such as metal, wood, fibreglass, aluminium etc."
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,2310,space science lecturer,"professor of astrophysics
university space science teacher
space science instructor
professor of planetary science
space sciences lector
space science lector
lecturer in space science
space science docent
lector in space science
lecturer in space sciences
university lecturer in space science
space science professor
professor of astronomy
lector in space sciences
senior lecturer in space science
space science teacher
university space science lecturer
higher education space science teacher","Space science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, space science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and leading review and feedback sessions for the students. They also conduct academic research in their field of space science, publish their findings and liaise with other university colleagues."
Occupation,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,1219,defence administration officer,"defence administration manager
administration manager of defence
administration officer of defence
civil servant","Defence administration officers perform managerial duties and administrative tasks in defense institutions, such as maintenance of records, management of staff, and handling of accounts."
Occupation,http://data.europa.eu/esco/occupation/8b273f5e-bdc5-4b73-80bd-3e324a20309b,8131,paint mixer,"paint production assistant
paint maker
paint mixer operative
paint mixer worker
maker of paint
paint production worker
paint mixer operator","Paint mixers operate and maintain machines that mix lacquers, solvents and paints in order to produce paint, making sure the end product is according to the specified formula."
Occupation,http://data.europa.eu/esco/occupation/8b2d562c-8407-49cd-9843-636c352b8c82,7316,metal engraver,"precious metal engraver
engraving drill operative
engraving mill operative
engraving mill operator
hand metal engraver
engraving drill operator
metal hand engraver
engraving set up technician
engraving drilling operative
engraving set-up operative
engraving set up operative
engraving set-up operator
engraving drill technician
engraving set-up technician
engraving set up operator
engraving mill technician","Metal engravers make incisions of a design onto a metal surface by carving grooves into it, usually for decorative purposes, including metal weaponry. To cut the design into the surface they use tools such as gravers or burins. 
 
 "
Occupation,http://data.europa.eu/esco/occupation/8b304664-ba25-45fe-a5bf-80c727943a86,6112,vineyard manager,"manager of a vineyard
manager of a winery
winery manager"," Vineyard managers orchestrate the conduct of the vineyard and the winery, in some cases also the  administration and marketing. 
"
Occupation,http://data.europa.eu/esco/occupation/8b490c1a-2f8c-4693-bcfa-ecfc88838a8e,3115,motor vehicle engine inspector,,"Motor vehicle engine inspectors inspect diesel, gas, petrol and electric engines used for cars, buses, trucks etc. in assembly facilities such as factories and mechanic shops to ensure compliance with safety standards and regulations. They conduct routine, post-overhaul, pre-availability and post-casualty inspections. They provide documentation for repair activities and technical support to maintenance and repair centres. They review administrative records, analyse the operating performance of engines and report their findings."
Occupation,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,ICT project manager,"ICT project managers
web project manager
IT project manager
IT projects manager
web projects manager","ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports."
Occupation,http://data.europa.eu/esco/occupation/8b828b9f-e41a-48d1-9d35-2c4378279a79,3119,pipeline compliance coordinator,"pipeline safety inspector
pipeline compliance inspector
pipeline compliance and safety coordinator
pipeline compliance and safety inspector
roadside pipeline coordinator
pipeline safety coordinator
pipeline inspector","Pipeline compliance coordinators track, compile and summarise all the compliance and conformance activities in pipeline infrastructures and fields. They ensure that works are carried out within regulatory frameworks. They strive to develop and implement compliance policies and recommend ways to minimize risk. They inspect sites, collect evidence, and report compliance needs to the management."
Occupation,http://data.europa.eu/esco/occupation/8b8ae0a5-342c-43ae-b856-e1fea6fd6d1c,7412,power tool repair technician,"power tool equipment inspector
power compressor repairman
machine repairer
power tool repairman
power tool equipment repairer
power compressor mechanic
power tool craftsman
power tool equipment operative
power compression repairer
tool repair technician
power compressor inspector
machine tool repair technician
power tool maintainer
power tool equipment operator
power tool maintenance operative
tool repair inspector
power tool mechanic
power tool maintenance worker
hand tool repair technician","Power tool repair technicians identify defects and repair electrically powered tools such as drills, chainsaws, lawn mowers and grinding machines. They disassemble, test and replace defective parts in tools. Power tools repair technicians advise customers on maintenance products and methods for their equipment. They may sell such products."
Occupation,http://data.europa.eu/esco/occupation/8b97d85f-4a7a-4908-aa72-9c947c0cb0cd,7318,carpet handicraft worker,"traditional carpet worker
carpet maker
handicraft worker, carpets
carpet weaver
traditional carpet maker
hand carpet maker
handemade carpet worker
carpet worker","Carpet handicraft workers use handicraft techniques to create textile floor coverings. They create carpets and rugs from wool or other textiles using traditional crafting techniques. They can use diverse methods such as weaving, knotting or tufting to create carpets of different styles."
Occupation,http://data.europa.eu/esco/occupation/8b98dbc3-11f7-4720-86de-dcecee368be1,8142,blow moulding machine operator,"plastic process machine operator
plastics production machine operative
plastics process machine operative
blow moulding technician
plastic blow molding machine operator
plastic blow moulding machine operator
blow moulding machine operative
plastic blow moulding machine operative
blow molding technician
blow molding machine operator
plastic blow molding machine operative
plastics production machine operator
blow molding machine operative","Blow moulding machine operators operate and monitor blow moulding machine to mould plastic goods, according to requirements. They regulate temperature, air pressure and volume of plastic, according to specifications. Blow moulding machine operators remove finished products and cut away excess material, using a knife. They regrind surplus material and rejected workpieces for reuse, using a grinding machine."
Occupation,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,8142,plastic rolling machine operator,"plastic rolling machine tender
plastic roll-forming machine operator
plastic processing machine operator
plastic roll-forming machine tender
plastic roll-forming machine setter
plastic rolling machine operative
plastic rolling machine setter/operator
plastic roll-forming machine operative
plastic rolling machine worker
plastic rolling machine setter
plastics processing machine operative","Plastic rolling machine operators operate and monitor machines to produce plastic rolls, or to flatten and reduce the material. They examine raw materials and finished products to make sure they are according to specifications."
Occupation,http://data.europa.eu/esco/occupation/8bbac392-3d62-4c46-a56e-3f244fdda216,1420,orthopaedic supply shop manager,"orthopaedic articles store manager
orthohouse manager
orthopedic supply shop manager
orthopaedic articles shop manager
surgical supplies store manager
surgical suppliers shop manager
orthopaedic supplies store manager","Orthopaedic supply shop managers assume responsibility for activities and staff in specialised shops.They manage employees, monitor the sales of the store, manage budgets and order supplies when a product is out of supply and perform administrative duties if required."
Occupation,http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d,2144,industrial tool design engineer,"industrial tool engineering specialist
industrial tool design quality control supervisor
industrial tool design developer
tool design engineer
industrial tool technology engineering specialist
industrial tool design producer
industrial tool production supervisor
industrial tool developer
industrial tool technology engineering adviser
industrial tool designer
industrial tool production designer
industrial tool production specialist engineer
industrial tool technology engineering expert
industrial tool development engineer
industrial tool technology engineering consultant
industrial tool test engineer
industrial tool engineering expert
industrial tool graphic designer
industrial tool engineer
industrial tool engineering consultant
industrial tool technology engineer
industrial tool engineering adviser","Industrial tool design engineers design various industrial tools in accordance with customer needs, manufacturing requirements, and building specifications. They test the designs, look for solutions to any problems, and oversee production."
Occupation,http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d,3331,shipping agent,"ship representative
cargo agent
shipping representative
water clerk
ship local representative
port agent
shipping proxy
owners charterers agent
liner agent
ships agent
boarding clerk","Shipping agents represent the ship owner in a foreign port. They make sure customs is cleared in a timely manner so that the cargo doesn't have to stay too long in the port. Shipping agents also ensure that insurance, licences and other formalities are in order."
Occupation,http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,2642,copy editor,"language editor
editorial assistant
copy-editor
senior copy editor","Copy editors ascertain that a text is agreeable to read. They ensure that a text adheres to the conventions of grammar and spelling. Copy editors read and revise materials for books, journals, magazines and other media."
Occupation,http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3,2342,Freinet school teacher,"Freinet school teaching practitioner
Freinet pedagogy teacher
teacher in Freinet primary school
Mouvement de l'École Moderne teacher
teacher in Freinet school
Freinet primary school teacher
Freinet school educator
Freinet class school teacher
Modern School Movement teacher
Modern School Movement methodology teacher
Freinet teacher
Freinet school instructor","Freinet school teachers educate students using approaches that reflect the Freinet philosophy and principles. They focus on enquiry-based, democracy-implementing and cooperative learning methods. They adhere to a specific curriculum that incorporates these learning methods through which students use trial and error practices in order to develop their own interests in a democratic, self-government context. Freinet school teachers also encourage students to practically create products and provide services in and outside of class, usually handcrafted or personally initiated, implementing the 'pedagogy of work' theory. They manage and evaluate all the students separately according to the Freinet school philosophy."
Occupation,http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,2422,political affairs officer,"prime minister adviser
lobbyist
political aide
advocacy and political affairs officer
campaigner
political campaign officer
president adviser
political-military affairs officer
political advisor
political consultant
senior political affairs officer","Political affairs officers analyse developments in foreign politics and other policy matters, monitor conflicts and consult on mediation measures, as well as other developmental strategies. They write reports to ensure communication with governmental bodies, and develop policies and implementation methods."
Occupation,http://data.europa.eu/esco/occupation/8c0524b8-f878-4c68-8293-698d07c1807c,3324,"wholesale merchant in agricultural raw materials, seeds and animal feeds","wholesaler in agricultural raw materials, seeds and animal feeds
wholesale merchandiser in agricultural raw materials, seeds and animal feeds
B2B sales consultant in agricultural raw materials, seeds and animal feeds
trainee wholesale merchant in agricultural raw materials, seeds and animal feeds
assistant wholesale merchant in agricultural raw materials, seeds and animal feeds
graduate wholesale merchant in agricultural raw materials, seeds and animal feeds
senior wholesale merchant in agricultural raw materials, seeds and animal feeds
wholesale buyer in agricultural raw materials, seeds and animal feeds
business to business sales consultant in agricultural raw materials, seeds and animal feeds
business to business seller in agricultural raw materials, seeds and animal feeds
wholesale trader in agricultural raw materials, seeds and animal feeds","Wholesale merchants in agricultural raw materials, seeds and animal feeds investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods."
Occupation,http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,1324,import export manager in office machinery and equipment,"international trade compliance manager in office machinery and equipment
assistant import manager in office machinery and equipment
senior import export manager in office machinery and equipment
assistant export manager in office machinery and equipment
senior import manager in office machinery and equipment
graduate export manager in office machinery and equipment
trainee export manager in office machinery and equipment
assistant import export manager in office machinery and equipment
trainee import manager in office machinery and equipment
international trade manager in office machinery and equipment
senior export manager in office machinery and equipment
graduate import export manager in office machinery and equipment
customs compliance manager in office machinery and equipment
trainee import export manager in office machinery and equipment
graduate import manager in office machinery and equipment","Import export managers in office machinery and equipment install and maintain procedures for cross-border business, coordinating internal and external parties."
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,2152,microelectronics engineer,"microelectronics technology engineering adviser
microelectronic technology engineering consultant
engineer of microprocessors
microelectronic technology engineering expert
engineer of microelectronics
microelectronic technology engineer
microprocessor engineer
microelectronic engineering specialist
microelectronic engineering expert
engineer of micro-electronics
micro-electronic engineer
micro-electronics engineer
microelectronic engineering consultant
microelectronic technology engineering specialist
micro electronics engineer
microelectronic engineering adviser
micro electronic engineer
microelectronics design engineer
microelectronic engineer","Microelectronics engineers design, develop, and supervise the production of small electronic devices and components such as micro-processors and integrated circuits."
Occupation,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,2161,architect,"building designer
architectural planner
architectural designer
commercial architect
urban architect
architects
residential architect","Architects investigate, design, and oversee the construction and development of buildings, urban spaces, infrastructure projects, and social spaces. They design in accordance with the surroundings and regulations applicable in specific geographic areas, taking into account factors that include function, aesthetics, costs, and public health and safety. They are aware of social contexts and environmental factors, which include the relationships between people and buildings, and buildings and the environment. They engage in multidisciplinary projects aimed at developing the social fabric of a geographic area and advancing in social urbanism projects. "
Occupation,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,2521,database administrator,"database manager
database administrators
data administrator
data manager
database configurator
DBA
data base administrator
data base administrators","Database administrators test, implement and administer computer databases. They use their expertise in database management systems to plan, coordinate and implement security measures to safeguard computer databases. They also use scripts and configuration files to tailor a database to users' needs."
Occupation,http://data.europa.eu/esco/occupation/8c778238-98a4-4fec-a828-a4e978fb7a64,7215,tent installer,"tent installation worker
installation crew member
tent installation crew member
party tent installer
recreational tent installer
installer
tent crew installer
tent installer/warehouse worker
tent builder
field installer
tent installer & warehouse worker
commercial tent installer","Tent installers set up and dismantle temporary shelters, tents and circus tents with the associated accommodation for events and performances. Their work is based on instruction, plans and calculations. They work mostly outdoors and can be assisted by local crew."
Occupation,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,3344,medical practice manager,"medical practice supervisor
health centre administrator
general practice administrator
practice administrator
health centre manager
general practice manager
medical practice director of operations
medical practice administrator
practice manager",Medical practice managers manage the day-to-day operations of a medical practice. They oversee the staff and business side of the practice.
Occupation,http://data.europa.eu/esco/occupation/8c8ec7a2-adbb-4d1a-9a56-a7048d66c00b,1349,aviation surveillance and code coordination manager,"manager of aviation surveillance and code coordination
aviation surveillance and code compliance manager
aviation surveillance and code coordinator
aviation surveillance and code coordination officer
aviation surveillance and code compliance co-ordinator
aviation surveillance and code compliance officer
aviation surveillance and code compliance supervisor","Aviation surveillance and code coordination manager ensures that all components of surveillance infrastructures, both ground and airborne, operate in a safe, cohesive and interoperable manner."
Occupation,http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c,2641,technical communicator,"scientific communicator
technical author
advanced technical communicator
documentation specialist
technical communicators
technical illustrator
e-learning author
technical writer
senior technical communicator
technical documentation specialist
technical documentation author
information architect
API writer
technical content developer
usability expert
user experience designer
technical editor
scientific and technical communicator
tech communicator","Technical communicators prepare clear, concise and professional communication from product developers to users of the products such as online help, user manuals, white papers, specifications and industrial videos. For this, they analyse products, legal requirements, markets, customers and users. They develop information and media concepts, standards, structures and software tool support. They plan the content creation and media production processes, develop written, graphical, video or other contents, generate media output, release their information products and receive feedback from the users."
Occupation,http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05,2659,tourist animator,"cruise entertainment attendant
resort entertainment attendant
entertainment attendant
hospitality entertainment officer
holiday entertainer
hospitality entertainer
holiday camp entertainment attendant",Tourist animators develop and organise entertainment activities for guests of a hospitality establishment. They set up and coordinate activities to entertain customers.
Occupation,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,3343,management assistant,"project assistant
assistant manager
office administrator
office assistant
management aide","Management assistants perform varied types of jobs, usually under general supervision. They carry out administrative tasks and support managers to ensure the entire department functions smoothly."
Occupation,http://data.europa.eu/esco/occupation/8cf68522-dfc9-43c0-9f65-892703f4705e,7412,ground lighting officer,"airport ground lighting engineer
airfield ground lighting engineer
airfield lighting officer
leader of airport lighting team
airport lighting officer
airport lighting supervisor
airfield ground lighting officer
ground lighting engineer
airport lighting team leader
airport lighting team manager",Ground lighting officers carry out the inspection and maintenance of airports' lighting systems. They record their findings and formulate the actions to be followed.
Occupation,http://data.europa.eu/esco/occupation/8d2df08e-0b2e-4837-8096-66595bbaab15,8141,belt builder,"belt  maintenance technician
belt splicer
conveyor belt builder
conveyor belt fitter
belt technician
rubber belt builder
conveyor belt technician
transmission belt builder
belt maintenance engineer
conveyor belt vulcaniser",Belt builders make transmission and conveyor belts by building up plies of rubberised fabric. They cut the ply to requird length with scissors and bond plies together with rollers and stitchers. Belt builders insert the finished belt between the pressure rollers. They measure the finished belt to check if it conforms to specifications.
Occupation,http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d,2330,biology teacher secondary school,"teacher of biology in high school
high school biology tutor
high school biology teacher
secondary school biology tutor
biology teacher
secondary school teacher of biology
high school teacher of biology
teacher of biology in secondary school
high school tutor of biology
secondary school biology teacher
biology tutor in secondary school","Biology teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, biology. They prepare lesson plans and materials, monitor the studentsâ progress, assist individually when necessary, and evaluate the studentsâ knowledge and performance on the subject of biologyÂ through assignments, tests and examinations."
Occupation,http://data.europa.eu/esco/occupation/8d3cc890-5902-4fac-9438-6098a3ee437c,7223,upsetting machine operator,"upset forging machine operative
crank press operator
upset operator
upset forging machine operator
upsetter
heading machine operative
heading machine operator
upsetter apprenticeship
upsetting machine operative","Upsetting machine operators set up and tend upsetting machines, primarily crank presses, designed to form through forging processes metal workpieces, usually wires, rods, or bars, into their desired shape by having split dies with mulitiple cavities compress the workpieces' length and hereby increasing their diameter."
Occupation,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,2221,nurse responsible for general care,"practice nurse
learning disability nurse
community staff nurse
healthcarer
adult nurse
children's nurse
mental health nurse
district nurse
children's community nurse
ward nurse
healthcare nurse
ward sister","Nurses responsible for general care are in charge of promoting and restoring patients` health by providing physical and psychological support to patients, friends, and families. They also supervise assigned team members."
Occupation,http://data.europa.eu/esco/occupation/8d3fd879-986d-42e7-bf67-c3c415592fe3,8114,precast moulder,"hand tile-moulder
pre-cast moulder
precast molder
pre-cast molder
cement-tile maker
brick veneer maker","Precast moulders handcast decorative and structural concrete building products such as fireplace units, blocks or coloured tiles. They use a portable concrete-mixing machine."
Occupation,http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26,2144,automotive engineer,"motorcycle designer
vehicle production designer
bus designer
bus production process engineer
motor vehicle designer
automotive design specialist
lorry designer
auto engineer
lorry production process engineer
motor vehicle engineer
truck production process engineer
car production process engineer
coach production process engineer
coach designer
motorcycle production process engineer
automotive design expert
vehicle production production process engineer
automotive designer","Automotive engineers design and oversee the manufacturing process and operation of motor vehicles such as motorcycles, cars, trucks, buses and their respective engineering systems. They design new vehicles or mechanical parts, supervise modifications and resolve technical problems. They make sure the designs comply with cost specifications and other constraints. They also conduct research studying environmental, energy and safety aspects."
Occupation,http://data.europa.eu/esco/occupation/8d4ce4a2-3453-4aa3-befb-7a24595cd68f,8322,armoured car driver,armoured truck driver,"Armoured car drivers drive the armoured car to transfer valuable items, such as money, to different locations. They never leave the car. They work in cooperation with the armoured car guards who deliver the valuables to their final recipients. Armoured car drivers ensure vehicle security at all times by following company policies."
Occupation,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,2413,financial analyst,"banking analyst
company analyst
economic analyst
financial markets forecaster
treasury analyst
financial researcher
m&a analyst
credit analyst
financial markets report writer
stock market analyst
financial markets specialist
capital markets analyst
structured finance analyst
financial markets analyst
financial markets researcher","
Financial analysts conduct economic research and elicit valuable analyses on financial matters such as profitability, liquidity, solvency, and asset management. They provide recommendations on financial matters for decision-making processes. Financial analysts work in both the public and the private sector."
Occupation,http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab,3412,social care worker,"care worker
social care assistant
community social care worker
senior social care worker
senior care worker","Social care workers provide support and help people with care services. They help people to live full and valued lives in the community. They assist babies, young children, adolescents, adults and older adults.They attend to the psychological, social, emotional and physical needs of service users. They work in a large variety of settings with individuals, families, groups, organisations and communities."
Occupation,http://data.europa.eu/esco/occupation/8d765d88-c8d6-406e-8dfe-e37c5aa89be6,8113,roughneck,chainhand,"Roughnecks make or break connections when the drill pipe is tripped in or out of the drilling hole. They assemble and disassemble pipes and drills, and collect core samples. They maintain and repair the equipment on the drilling floor."
Occupation,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427,2521,database designer,"data model designer
data architect
data base designer
database designers
data base designers
database architect
database design engineer","Database designers specify the database's logical structure, processes, and information flows. They design data models and databases to serve data acquisition."
Occupation,http://data.europa.eu/esco/occupation/8db28ebf-8818-4639-aa49-30324901836e,2262,specialist pharmacist,"clinical pharmacist
pharmacist in hospital
pharmacy expert
advanced pharmacist
expert in pharmacy
clinical pharmacologist
specialist in pharmacy
pharmacy specialist
expert pharmacist","Specialist pharmacists provide specialist services for companies in the pharmacy industry and in hospital pharmacies.  The role of the specialist pharmacist varies throughout Europe, subject to national rules and training. 
 "
Occupation,http://data.europa.eu/esco/occupation/8dded776-dc04-4099-a32c-7c5a41ee00e1,5249,rental service representative in construction and civil engineering machinery,"rental service desk supervisor in construction and civil engineering machinery
rental service team leader in construction and civil engineering machinery
rental specialist in construction and civil engineering machinery
rental sales assistant in construction and civil engineering machinery
rental service desk clerk in construction and civil engineering machinery
rental sales desk agent in construction and civil engineering machinery
rental service worker in construction and civil engineering machinery
rental service supervisor in construction and civil engineering machinery
rental sales supervisor in construction and civil engineering machinery
rental sales worker in construction and civil engineering machinery
rental service desk agent in construction and civil engineering machinery
rental service manager in construction and civil engineering machinery
rental sales desk clerk in construction and civil engineering machinery
rental sales desk supervisor in construction and civil engineering machinery
rental service assistant in construction and civil engineering machinery
rental advisor in construction and civil engineering machinery
rental sales manager in construction and civil engineering machinery
rental sales team leader in construction and civil engineering machinery","Rental service representatives in construction and civil engineering machinery are in charge of renting out equipment and determining specific periods of usage. They document transactions, insurances and payments."
Occupation,http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c,2141,packaging production manager,"packaging consultant
packaging technologist
senior operations manager
trainee operations manager
packaging manager
assistant packaging manager
graduate packaging manager
senior mail and packaging manager
assistant mail and packaging manager
packaging production engineer
trainee mail and packaging manager
assistant operations manager
technical packaging manager
packaging development manager
senior packaging technologist
trainee packaging manager
graduate mail and packaging manager
graduate operations manager
packaging specialist
senior packaging manager",Packaging production managers define and analyse package units in order to avoid damages or loss of quality of the goods packed. They also design the packaging according the specifications of the product and offer solutions to solve packaging problems.
Occupation,http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628,3312,loan officer,"loans consultant
credit officer
loans controller
loans adviser
commercial lender
loan processor
loans agent","Loan officers assess and authorise the approval of loan applications for individuals and businesses. They ensure complete transactions between loan organisations, borrowers, and sellers. Loan officers are specialists in consumer, mortgage, or commercial lending."
